Position;Player Name;Alliance;Points
1;AIamet;;2,277,145
2;KULAKSIZ TAVŞAN;;2,252,102
3;zwaya9;;2,058,000
4;Alpha;;1,890,944
5;Legend of Arabs;;1,283,231
6;-FORZA-;CRZY;1,250,325
7;Jason-6243;CRZY;1,232,601
8;Italy Bank;CRZY;853,815
9;orgeneral35;Org;764,336
10;Tierra Santa;LGS1;696,760
11;Givati;LGS1;571,795
12;GENERAL;HKMDR;508,250
13;trans17;HKMDR;385,258
14;Zucko;HKMDR;315,583
15;orfeo;HKMDR;252,837
16;Chaos;-Z-;207,692
17;Kawaki-IX79;-Z-;200,195
18;Dream Factory;TRP;198,478
19;--RiCkY--;TRP;190,015
20;Om Lotfi;R-F;153,826
21;Ragnar Lodbrok;R-F;152,841
22;TheBit;One;148,382
23;BOSHxGAR;One;127,699
24;Hell Dennis;One;114,098
25;ST Grun Katsie;One;109,401
26;EnMovimiento;1234;97,947
27;Surt;-Z-;94,539
28;Merk;-Z-;92,307
29;stay with me;ROHAN;89,552
30;Bartolomeo;IDF;85,695
31;RewenGe;CRZY;85,527
32;OLYMPIAKOS -7-;HΕLL;80,794
33;Aquarius;KaoS;77,387
34;kanenas;HΕLL;77,142
35;Crux;HΕLL;65,776
36;Ciccio;KaoS;63,879
37;Nezhah;KaoS;62,795
38;THOR;WOLF;62,049
39;polemarxos78;HΕLL;61,733
40;GREEK PUNISHER;HΕLL;52,824
41;DAYAKCI;CRZY;49,451
42;Anti;-Z-;48,289
43;brunoB;-Z-;44,910
44;NoName;LIONS;42,340
45;Corleone;-M-;40,604
46;-SuKuNA-;KaoS;40,311
47;Edu;H3LL;39,647
48;3D1H40B3K;RATS;38,727
49;Rudeus;KaoS;38,652
50;Junior;KaoS;38,203
51;ZEUUS;HΕLL;37,786
52;Black Lion;CRZY;37,214
53;Mr Han;ROHAN;36,617
54;Abaddon;ZELA;36,492
55;vllakaa;CRZY;36,256
56;Commander;SOWRD;36,026
57;Magneus Calagar;SOWRD;34,673
58;FakeTaxiDriver;HdB;34,611
59;cybertronloco22;CRZY;33,814
60;Suggit;GoCry;33,080
61;The UGA UGA;-Z-;32,993
62;WWZ;GoCry;32,275
63;LoboBlanco;WOLF;31,790
64;Voda;WOLF;31,101
65;D3Moliti0nZ;WOLF;30,599
66;Dark Knight;WOLF;29,153
67;Mr Wolf;LHS;29,101
68;El Lider;-TMP-;28,970
69;AUGUSTO MAXIMUS;BRA;28,498
70;Don Quetzali;BRA;28,309
71;Bash;RUS;28,250
72;VIRGO;KaoS;28,249
73;Skipper;RUS;28,079
74;StOn3;SPlCY;27,667
75;ecodor;FRA;27,582
76;Micellium;FRA;27,366
77;Troy;ROHAN;26,933
78;Hyla Arborea;-12-;26,612
79;Dear Logistis;-KG-;26,439
80;Destroyer;-Z-;26,127
81;Warlord Xenos;-Z-;25,883
82;Dosadnomi;-Z-;25,707
83;Dervin;WOLF;25,401
84;Zerks;-Z-;25,242
85;Krinof;HΕLL;25,011
86;Illenium;-TMP-;24,854
87;AKSOY;ROHAN;24,815
88;WitcheR;ZELA;24,640
89;CapBorba;WOLF;24,553
90;FREY-;WOLF;24,448
91;-ESTRANEO-;WOLF;23,554
92;abel280;-UNI-;23,060
93;Tardeli;-KG-;22,979
94;_Akıncı_;-KG-;22,946
95;kaptanihti-me;CRZY;22,855
96;Davide 102;ROHAN;22,787
97;Felipe Regreso;ROHAN;22,628
98;eduardo;WOLF;22,623
99;Bedovyj;WOLF;22,587
100;Dende;KaoS;22,422
101;pindik mdejdara;WOLF;22,105
102;SKRULL;Art;21,902
103;Julius Caesar;Art;21,847
104;themanwithfire;LIONS;21,837
105;Pelasgos-1975;-KG-;21,668
106;tj0955908180;-KG-;21,534
107;BlackDranzer;WOLF;21,424
108;dormiara;CRZY;21,321
109;Siusio;CRZY;21,134
110;wolverine;-Z-;21,097
111;Druid;CRZY;20,981
112;Karpa;CRZY;20,767
113;VinniTheBish;-KG-;20,765
114;kaminia7;HΕLL;20,757
115;Elite24;WOLF;20,728
116;Donseros;Fuo;20,714
117;Hůča;WOLF;20,645
118;el_jefe;-TMP-;20,502
119;NudeBOSS;CRZY;20,462
120;Ogokuru;-Z-;20,349
121;Koby;-Z-;20,278
122;MonteKarlo;ZELA;20,228
123;Vlad IV;HdB;20,093
124;Malihka;HdB;19,835
125;CrisRonaldo PZ8;Art;19,726
126;Swieber;CRZY;19,657
127;Sco-dub-t;GoCry;19,420
128;Kyrie Eleison;LIONS;19,384
129;Captain Hook;D-N;19,359
130;-Storm-;H3LL;19,274
131;Apollyon;LIONS;19,116
132;ZzZevSsS;RUS;19,071
133;Kastike is back;PUTU;19,056
134;chalks;HUN;18,861
135;maIvasio;-TMP-;18,834
136;MYXA;RUS;18,746
137;Sultan;RUS;18,726
138;RAGNARLOTBROK;CRZY;18,611
139;rootedkernel;BoB;18,493
140;Hermes-X;RING;18,481
141;Thorn;GoCry;18,346
142;Kopar;LIONS;18,242
143;Śpioch;CRZY;18,021
144;Gole;WOLF;17,926
145;ALF;RUS;17,925
146;Olórin;CRZY;17,835
147;Fakka;-12-;17,833
148;Georgia;CRZY;17,823
149;harry74;CRZY;17,804
150;Masterboss;ZELA;17,801
151;Lightsider;HΕLL;17,760
152;Namor;HΕLL;17,754
153;Junior Engineer;-BRT-;17,679
154;Spiteful Mr J;BoB;17,623
155;bertolazy;BoB;17,605
156;DeathBlade;-LT-;17,591
157;Peasant;Ble;17,578
158;-Angelo-;HKMDR;17,437
159;Depressive Wolf;WOLF;17,417
160;DELTA FORCH 1;CRZY;17,390
161;TheForeigner;-Z-;17,360
162;Minoas21;HΕLL;17,269
163;deathpikachu;-12-;17,256
164;Rudy;CRZY;17,228
165;Rokasmdls;RATS;17,200
166;Mute;-TMP-;17,118
167;OptimizasyoN;CRZY;17,113
168;WETERAN;WOLF;17,066
169;The ShaDoW;-SL-;17,024
170;Alex Herakles;-TMP-;16,977
171;KocaKurt;CRZY;16,929
172;Setesh;CRZY;16,921
173;Anita;-TMP-;16,814
174;Onzzaah;WOLF;16,779
175;dooomTCDISPO;FBG;16,774
176;Peleus-1401;FBG;16,700
177;Randomizer;HΕLL;16,635
178;Okton;BoB;16,600
179;tienheo951;BoB;16,500
180;Hustla;HΕLL;16,454
181;Strandi;CRZY;16,427
182;Captain-Crazy;HdB;16,367
183;OrionΩ;HdB;16,346
184;KOCA KURT;CRZY;16,295
185;BeYaZ;ZELA;16,288
186;samson438;-Z-;16,236
187;Covax;-Z-;16,235
188;Stavros;-Z-;16,216
189;Regalya;HKMDR;16,157
190;Stranger;HKMDR;16,148
191;M1AV;CRZY;16,119
192;Mads99;CRZY;16,118
193;Matis_445;CRZY;16,100
194;Agamemnon-6042;CRZY;16,078
195;spartan-Z;CRZY;16,049
196;Ratchet;-Z-;16,019
197;PIXULUCO;-Z-;15,950
198;Lalu;HFH;15,923
199;Anaximandro;ROU;15,906
200;Velvit;-KG-;15,895
201;TOTO1333;-BG-;15,886
202;Viticoltore;-BG-;15,873
203;N1kTakN1k;RUS;15,812
204;David9810;RUS;15,715
205;Daedalus-8820;RUS;15,687
206;Hector7;H3LL;15,533
207;_BUG_;-SL-;15,473
208;KingKralj;-Z-;15,446
209;Chingy22;GLAD;15,440
210;Dionisio;TCC;15,413
211;איבן;TCC;15,340
212;ALASTOR;-RF-;15,324
213;Granger;HdB;15,307
214;PINOYRAIDER;HdB;15,276
215;owusum;ZELA;15,273
216;Revolution;CRZY;15,254
217;hacker0077;CRZY;15,211
218;Pazi;WOLF;15,193
219;nhiel17;CRZY;15,179
220;La Herencia;-TMP-;15,112
221;Daedalus-5851;-TMP-;15,090
222;DerpKingdom;GoCry;15,070
223;Baltaz;WOLF;15,022
224;ASSASSIN;-BG-;15,019
225;BILL74;D-N;15,013
226;Arny;CZSK;14,988
227;Ohaitti;-LAT-;14,921
228;hawk;-12-;14,746
229;Hartmann;Art;14,719
230;Doktor Bu Ne;BoB;14,566
231;Tonque;WOLF;14,478
232;Zonti;RATS;14,448
233;Frkn38;RATS;14,427
234;Brew;GLAD;14,421
235;Optimus Vasil;HFH;14,394
236;Xristaras1983;H3LL;14,357
237;Miss Sorrow;ROHAN;14,349
238;Till 1;HdB;14,301
239;Backtun96;CRZY;14,284
240;SDVANDAL75;WOLF;14,173
241;Lori x Viti;WOLF;14,126
242;YGAFSCIER;CRZY;14,105
243;Jérôme;-TMP-;14,084
244;katz778;-TMP-;13,961
245;Tonnee;HdB;13,940
246;Math;HΕLL;13,912
247;ALUCARD;HΕLL;13,888
248;Acid;HdB;13,848
249;Rouxpie;H3LL;13,808
250;George;H3LL;13,789
251;Deinemutti;WOLF;13,785
252;Haizea;-TMP-;13,771
253;_ShinGeK1_;-TMP-;13,770
254;Coven;-BRT-;13,698
255;Serko;WOLF;13,656
256;SonyERNI;WOLF;13,652
257;Abusador;-TMP-;13,648
258;CHAMP14NS;-TMP-;13,642
259;Hephaistos;-BRT-;13,585
260;Achilles-1287;ROHAN;13,540
261;Sanji;WOLF;13,528
262;ZxCy;CRZY;13,509
263;Hermes;-RF-;13,445
264;Yoshi;GoCry;13,441
265;Tinyvang;SSJ;13,435
266;LordGeorge;HΕLL;13,387
267;Burrow;ROHAN;13,378
268;Alone;ROHAN;13,341
269;KIZAGAN TENGRİ;CRZY;13,325
270;LeGwer;FBG;13,318
271;Hefastion;VY-;13,302
272;leniadora;Numén;13,285
273;С-Николов;-BG-;13,279
274;Vigilanti;HFH;13,276
275;F a S p i t C h;GoCry;13,264
276;FfFboy2;WOLF;13,251
277;Rapaic;WOLF;13,192
278;Стоян;-BG-;13,175
279;Lazar the Great;-BG-;13,166
280;-Pollux-;-RF-;13,129
281;Kingerino;WOLF;13,123
282;Yatta-Senpai;HFH;13,110
283;krisloczek;AXI;13,106
284;Fireman007;LIONS;13,087
285;Eisenhower;-KG-;13,086
286;Ready2Die;CRZY;13,060
287;Overby;LIONS;13,033
288;Acrylux;LIONS;12,993
289;Wall-E;ZELA;12,961
290;Achilles-1987;ZELA;12,954
291;At44ck;ZELA;12,947
292;SworD;-BG-;12,902
293;Che Guevara;-BG-;12,866
294;ulix;-Z-;12,838
295;Sl3AWY;LIONS;12,768
296;Meisterhaft;-Z-;12,762
297;RXTS;WOLF;12,753
298;Coso;CRZY;12,751
299;Devil;RUS;12,723
300;Chevy;-SL-;12,703
301;Eventual;ZELA;12,695
302;Valentino78;LIONS;12,635
303;Rondo;LHS;12,633
304;AegonTheDragon;LHS;12,577
305;P_King;CRZY;12,551
306;Going Merry;WOLF;12,547
307;Daniellmp PZ8;Art;12,530
308;OmEer;Art;12,470
309;Termuguş;-UNI-;12,435
310;Rhyman;WOLF;12,435
311;Artemisa;ROHAN;12,419
312;King-Rogle II;-Z-;12,414
313;yuza;ROHAN;12,380
314;Jack Nalyus VI;-KG-;12,373
315;diabolik;CRZY;12,365
316;370k;solo;12,349
317;Lydeka7;CRZY;12,293
318;exit;GoCry;12,283
319;Jafoste;PINOS;12,267
320;indy;-BRT-;12,261
321;ARES;WOLF;12,256
322;Atlas-8473;-BRT-;12,250
323;O6JLOMYC;-BRT-;12,244
324;Yoshi64;-TMP-;12,225
325;Misulica;-KG-;12,184
326;King Chaos;WOLF;12,171
327;RoyakZ;ZELA;12,157
328;Zinanity;-BRT-;12,107
329;13JuaN;-BRT-;12,099
330;Tydeus27 PZ8;Art;12,095
331;mota51;-KG-;12,028
332;Loppodopolis;-KG-;12,009
333;Nix;CRZY;11,931
334;Infiltrator;CRZY;11,875
335;cekidaut;-M-;11,865
336;Sarasxxl;RATS;11,813
337;Lord Velaryon;-Z-;11,788
338;MAUPA;-Z-;11,663
339;GOMAMOG;-Z-;11,635
340;ERAS;CRZY;11,623
341;Legio22;ZELA;11,619
342;matelis84;ZELA;11,582
343;MAGRAV;CRZY;11,576
344;Dahu;FRA;11,573
345;YourFather;WOLF;11,554
346;Signvs;HFH;11,541
347;White Beard;H3LL;11,525
348;Baybars;CRZY;11,463
349;LucioSilla;-UNI-;11,456
350;maik51;WOLF;11,449
351;Danilo Marley;Art;11,449
352;B Ε R S E K E R;Art;11,416
353;Zlatan;LIONS;11,376
354;Reddragon;HdB;11,293
355;ZabojczyChomik;-KG-;11,264
356;Chans0Chock;-KG-;11,262
357;Kolbeinn;-KG-;11,244
358;miky;LIONS;11,212
359;HESHAM;B-F;11,186
360;Giorgos M;H3LL;11,171
361;Pkunks;H3LL;11,166
362;Andza;WOLF;11,147
363;xJoao;M PT;11,120
364;Orpheus-2696;-KG-;11,101
365;ourania;-BRT-;11,080
366;Necemo Kolega;-Z-;11,070
367;BaladaShuffi;-Z-;11,045
368;Aikido;CRZY;11,038
369;Adonis-8914;-KG-;11,013
370;KIA;-KG-;10,984
371;zeus;GITAN;10,968
372;Mercante;SxR;10,956
373;Belgas;-LT-;10,944
374;Anubis;CRZY;10,926
375;Alpino;-SL-;10,919
376;Queen Leah;-SL-;10,916
377;ooxx1annn;CRZY;10,846
378;Sabi;HdB;10,845
379;Tsosme;H3LL;10,844
380;Avengers;LIONS;10,840
381;TROYA;HFH;10,839
382;Dragomir;HFH;10,835
383;DE_TOX;HFH;10,764
384;Leedi;Art;10,714
385;Laynas;HΕLL;10,704
386;Medivh93;RATS;10,654
387;Filo Lilo;H3LL;10,647
388;flezet;F-R;10,615
389;ishtar;CRZY;10,600
390;Andoncrysis;-KG-;10,598
391;Gp5;-BG-;10,578
392;Aaragon;WOLF;10,529
393;Palamedes-5777;CRZY;10,509
394;Divergent2;LIONS;10,504
395;KOSTAS1230;H3LL;10,503
396;zunfix;WOLO;10,494
397;Chiburator;RUS;10,492
398;Bat IVAN;-BG-;10,437
399;Granite;-12-;10,431
400;Ammarurgan;CRZY;10,422
401;Uldinsh;-LAT-;10,389
402;Hyperion;-RF-;10,350
403;Pelin su;CRZY;10,344
404;Shogun;HKMDR;10,312
405;слава80;HKMDR;10,301
406;LAAC;HFH;10,255
407;Goldmember;GoCry;10,225
408;m4trixxx;ROHAN;10,212
409;Vardamir;-UNI-;10,210
410;Marifer;WOLF;10,210
411;Hegemon-6611;HUN;10,198
412;WENest maxi;HUN;10,190
413;Cinders;-KG-;10,172
414;AQUILES;CRZY;10,154
415;الامبراطور سليم;LIONS;10,134
416;Spartacus;LIONS;10,117
417;NewZenZen;-VIK-;10,080
418;Αρβίλογλου;Numén;10,074
419;TH0R;RUS;10,056
420;bleik99;-BG-;10,051
421;KorN;FeVeR;10,019
422;Pott;AXI;9,987
423;Pachamanca;AXI;9,980
424;nadirache;AXI;9,960
425;Shizzy;WOLF;9,959
426;BalamChak;WOLF;9,958
427;malvasio;-TMP-;9,957
428;Alex1307;-TMP-;9,943
429;Trajano;-TMP-;9,912
430;Mario Banca;HBK;9,908
431;PattreZ;-BRT-;9,897
432;trigunkisez;ZELA;9,885
433;Karlos;-BRT-;9,838
434;poorko;-BG-;9,820
435;Pesukone;PUTU;9,765
436;PolluxXx;PUTU;9,731
437;Kalsu;PUTU;9,707
438;ΤΣΠΡΓΑΜ;PUTU;9,659
439;Distrox;-BG-;9,646
440;Стёпыч;-BG-;9,638
441;Plamen 65;RUS;9,614
442;Expecimin;-KG-;9,613
443;Gigi;-KG-;9,571
444;Chainsaw Man;-KG-;9,520
445;Moutro;SOI;9,504
446;Drizzter88;SOI;9,502
447;RespecT;CRZY;9,490
448;HruHru777;CRZY;9,486
449;DBang1214;CRZY;9,451
450;Jason-9846;D_T;9,438
451;SlowPanda;-LAT-;9,371
452;Arutha;-BG-;9,368
453;Urukhai;CRZY;9,360
454;Prometheus-0591;ROHAN;9,358
455;Captain4s;Mine;9,342
456;likker105;-O-;9,324
457;Demetrio;CRZY;9,301
458;PUNISHER 1;-BG-;9,295
459;BravE HearT;LIONS;9,287
460;HasBasTras;-TR-;9,277
461;FELER;-TR-;9,275
462;Razdolbait;-TR-;9,272
463;BarbieGirl;BoB;9,266
464;byagan;CRZY;9,215
465;Orden Templaria;-TMP-;9,215
466;Netflix;-TMP-;9,209
467;Zazz;RATS;9,203
468;Achilles-1855;RATS;9,201
469;KaKBo;H3LL;9,176
470;σειριος;-KG-;9,174
471;Eldayden;-SL-;9,146
472;kPusti;LIONS;9,134
473;Emrock;ZELA;9,099
474;Koninos2;ZELA;9,099
475;Theseus-3698;ZELA;9,065
476;Saitama;CRZY;9,061
477;25night;BoB;9,053
478;V I R U S;BoB;9,050
479;choco;BoB;9,049
480;Славов;-BG-;9,038
481;Sarge1;-Z-;8,986
482;Comical;-KG-;8,983
483;suzukitp;Art;8,962
484;-Hercules-;-RF-;8,947
485;X-Treme;-RF-;8,894
486;Theseus-1468;-RF-;8,889
487;RHOMARO;-KB-;8,864
488;Terere619;BoB;8,844
489;llama;BoB;8,842
490;Segeruz;ZELA;8,836
491;kastor93;ZELA;8,832
492;Icarus-8984;AXI;8,829
493;Tydeus-0774;DNVN;8,825
494;Fenrir;-Z-;8,791
495;NoeXceSS;ROHAN;8,765
496;The Reaper;WOLF;8,748
497;Siledzija;WOLF;8,737
498;pey;WOLF;8,724
499;jmpessanha;ZELA;8,720
500;Aman;-12-;8,705
501;luffi20;CRZY;8,668
502;srečko;MAS;8,665
503;L O R D;LIONS;8,649
504;Captain Rusty;ROHAN;8,637
505;_Stahlgewitter_;LIONS;8,629
506;halker;-LAT-;8,625
507;AZUX;-SL-;8,614
508;Tears-kinG;BoB;8,601
509;trinel;BoB;8,554
510;LuLo023;BoB;8,541
511;Grandfather;RUS;8,539
512;Wasker;RUS;8,535
513;iliakokk;H3LL;8,503
514;Captain Goshas;HΕLL;8,495
515;Tatok;HΕLL;8,494
516;PackaNaMuchu;HΕLL;8,482
517;NiksCepinatajs;WOLF;8,446
518;Baliya;WOLF;8,443
519;ZuniX;-SL-;8,434
520;DrunkUnicorn;-Z-;8,427
521;andrux;BoB;8,407
522;dann;H3LL;8,400
523;Arachn1da;CRZY;8,395
524;Baidykle;-M-;8,374
525;Behemoth;H3LL;8,372
526;Zmani-2023;CRZY;8,369
527;Mandalorian;CRZY;8,355
528;Celeus;H3LL;8,328
529;Telomian;ZELA;8,311
530;P0Iizonte;KaoS;8,300
531;Alcaa;FRA;8,300
532;sanfris;FRA;8,285
533;Mkuzmix;-LAT-;8,283
534;İhTiYaR_WOLF;CRZY;8,278
535;Smirre the Fox;CRZY;8,227
536;SHPB;HdB;8,220
537;Bluewolf;CRZY;8,217
538;XxKingxX297;BoB;8,213
539;Semisonic;GoCry;8,204
540;Fliper;GoCry;8,193
541;Napoleonne;CRZY;8,169
542;Flint;ROHAN;8,152
543;Marti;CRZY;8,143
544;DaniSce;BoB;8,142
545;Linakael;-MH-;8,137
546;Kubu;-MH-;8,132
547;Flapjack;Art;8,123
548;Ariel;Art;8,110
549;OogieBoogie;-Z-;8,106
550;mitsospre7;H3LL;8,104
551;DaLapa;;8,104
552;AodiGaming491;CRZY;8,079
553;Shrimp;CRZY;8,073
554;Emrecan_ARDIÇ;CRZY;8,060
555;Cheguevara;CRZY;8,053
556;picsi;-UNI-;8,045
557;Kardinal;CRZY;8,019
558;TROLL444;AXI;8,001
559;Wielki Powrót;ZELA;7,997
560;-JD-;H3LL;7,977
561;Capaz;BoB;7,944
562;Ivar Stora;ZELA;7,926
563;Death;-SL-;7,893
564;Kasimiro;HdB;7,892
565;EL TURCO;HKMDR;7,885
566;MrLawyer;HΕLL;7,881
567;City;HΕLL;7,874
568;Rikic;HΕLL;7,849
569;Rotor97;WOLF;7,835
570;SATAN;Mine;7,833
571;La Baronne;BoB;7,826
572;Patikimas;BoB;7,825
573;Spedy;BoB;7,795
574;LUPER;BoB;7,793
575;afa1011;RUS;7,790
576;Jackilpirata;RUS;7,782
577;Dagi 2018;RUS;7,774
578;Edmoreira21;RUS;7,761
579;SiempreMono1905;RUS;7,759
580;Rancho-dono;GoCry;7,730
581;Arxilios;H3LL;7,716
582;Stoyanov;-BG-;7,686
583;Geronimosk;CZSK;7,677
584;Bajza;-BRT-;7,641
585;The Portuguese;-BRT-;7,633
586;-SMEKERU-;KaoS;7,631
587;kristos007;FDT;7,629
588;Nils Holgersson;FDT;7,604
589;All-Mighty;FDT;7,576
590;Wint3rGhost;-SL-;7,568
591;Grin-go;KaoS;7,552
592;Peleus-9544;KaoS;7,531
593;E_Stars;KaoS;7,525
594;jonepatchon;Mine;7,523
595;KaMeR02;HKMDR;7,512
596;PiotrCH;HKMDR;7,510
597;SkayKand;HKMDR;7,505
598;blook;BLOOK;7,490
599;Locina;ROHAN;7,481
600;Raikiri;GoCry;7,473
601;Partizan;ROHAN;7,471
602;Adonis-0959;ROHAN;7,457
603;miklos08;ROHAN;7,446
604;BENICIO;ROHAN;7,445
605;Quake;-Z-;7,441
606;TristianHolsbor;H3LL;7,439
607;steve_beth;HΕLL;7,437
608;XeoN;HΕLL;7,432
609;Bjornofseek;-TMP-;7,407
610;Palhares;Art;7,404
611;SuraMan21;Art;7,394
612;yamyam;CRZY;7,382
613;SOV42;S-C;7,339
614;Frintistones;Nfree;7,329
615;SuperwishF;HKMDR;7,325
616;Ottomans;ROHAN;7,321
617;Aegon Targary84;ROHAN;7,311
618;LeoCampino;ZELA;7,304
619;Daedalus-7105;FDT;7,294
620;Akainu;-UNI-;7,273
621;Duy;KaoS;7,238
622;Peleus-8076;-KG-;7,236
623;sakiss69;H3LL;7,230
624;Ruggard13;H3LL;7,219
625;Pedro92;PINOS;7,200
626;Arcani_1;-UNI-;7,179
627;Luna;LIONS;7,179
628;BerenjenaPower;LIONS;7,179
629;Faisal Kh;Nfree;7,157
630;Er-Tugrul;CRZY;7,125
631;Karak;-UNI-;7,123
632;Chicao PZ8;Art;7,106
633;mltzr CT;IDF;7,083
634;Esen4el;-LAT-;7,066
635;PanManiš;-BRT-;7,059
636;ZvezdanNS;BES;7,057
637;Palamedes-4986;-BRT-;7,053
638;DEV;DEV;7,045
639;PUNGDOLSKI;GoCry;7,040
640;Odysseus;KaoS;7,038
641;Jolly;WOLF;6,971
642;Dqdovoto;RUS;6,951
643;Lulu;-KG-;6,935
644;MorGro;-KG-;6,935
645;Zlate;WOLF;6,918
646;Boriss13;WOLF;6,888
647;Super;-TR-;6,874
648;Morok;-Z-;6,873
649;The Skipper;IDF;6,863
650;lilfat131;ROHAN;6,836
651;Rakamadak;Art;6,811
